score,n_thresholds,n_trees,max_iter,cross_prob,mutation_prob,n_elitism,early_stopping,n_iter_no_change,cross_both,mutation_replace,initial_depth,split_prob,random_state
0.9337597887355146,10,100,500,0.6000000000000001,0.6000000000000001,3,True,100,True,False,1,0.7,42
