score,n_thresholds,n_trees,max_iter,cross_prob,mutation_prob,n_elitism,early_stopping,n_iter_no_change,cross_both,mutation_replace,initial_depth,split_prob,random_state
0.9172543487461992,10,100,250,0.4,0.30000000000000004,3,True,100,True,False,1,0.7,42
